Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12003A_001,SE_A12003A_002,SE_A12003A_003,SE_A12003B_001,SE_A12003B_002,SE_A12003B_003,SE_A17005A_001,SE_A17005A_002,SE_A17005A_003,SE_A17005B_001,SE_A17005B_002,SE_A17005B_003,SE_A17006A_001,SE_A17006A_002,SE_A17006A_003,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,SE_A17006D_001,SE_A17006D_002,SE_A17006D_003,SE_A17006H_001,SE_A17006H_002,SE_A17006H_003
"32013","05000US32013","Humboldt County, Nevada","Humboldt County, Nevada","nv","050","00","ACSSF","0000019",,,,,"32","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,158,388,451,36,415,5181,4816,365,3873,3578,295,8155,7541,614,49,49,0,41,41,0,2269,1993,276
"32015","05000US32015","Lander County, Nevada","Lander County, Nevada","nv","050","00","ACSSF","0000020",,,,,"32","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,104,56,0,56,1799,1632,167,1106,1051,55,2479,2318,161,0,0,0,0,0,0,787,733,54
"32017","05000US32017","Lincoln County, Nevada","Lincoln County, Nevada","nv","050","00","ACSSF","0000021",,,,,"32","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,23,222,180,0,180,1049,956,93,927,837,90,1944,1761,183,0,0,0,0,0,0,35,35,0
"32019","05000US32019","Lyon County, Nevada","Lyon County, Nevada","nv","050","00","ACSSF","0000022",,,,,"32","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,181,1117,1134,24,1110,12705,11475,1230,10560,9516,1044,20022,18170,1852,350,263,87,292,252,40,3698,3378,320
"32021","05000US32021","Mineral County, Nevada","Mineral County, Nevada","nv","050","00","ACSSF","0000023",,,,,"32","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,75,47,0,47,1084,830,254,1037,855,182,1427,1176,251,8,8,0,92,92,0,196,164,32
"32023","05000US32023","Nye County, Nevada","Nye County, Nevada","nv","050","00","ACSSF","0000024",,,,,"32","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,73,855,625,57,568,9044,8121,923,7383,6430,953,13272,11609,1663,665,665,0,286,281,5,2580,2411,169
"32027","05000US32027","Pershing County, Nevada","Pershing County, Nevada","nv","050","00","ACSSF","0000025",,,,,"32","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1,142,94,0,94,1356,1305,51,951,906,45,2104,2040,64,1,1,0,9,9,0,395,371,24
"32029","05000US32029","Storey County, Nevada","Storey County, Nevada","nv","050","00","ACSSF","0000026",,,,,"32","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,86,68,0,68,942,870,72,904,898,6,1738,1670,68,10,0,10,14,14,0,96,92,4
"32031","05000US32031","Washoe County, Nevada","Washoe County, Nevada","nv","050","00","ACSSF","0000027",,,,,"32","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11531,593,10938,10964,348,10616,127187,117882,9305,108327,101666,6661,187983,176064,11919,5125,4599,526,14196,13463,733,54332,50229,4103
"32033","05000US32033","White Pine County, Nevada","White Pine County, Nevada","nv","050","00","ACSSF","0000028",,,,,"32","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,12,317,237,0,237,2165,2025,140,1636,1542,94,3485,3305,180,5,5,0,37,27,10,510,469,41
"32510","05000US32510","Carson City, Nevada","Carson City, Nevada","nv","050","00","ACSSF","0000029",,,,,"32","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333,152,1181,1043,74,969,14123,13018,1105,12240,11309,931,21352,19739,1613,375,373,2,851,839,12,6397,5702,695
"33001","05000US33001","Belknap County, New Hampshire","Belknap County, New Hampshire","nh","050","00","ACSSF","0000013",,,,,"33","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,85,1281,1385,0,1385,16806,15863,943,15457,14811,646,31260,29695,1565,158,158,0,345,325,20,516,504,12
"33003","05000US33003","Carroll County, New Hampshire","Carroll County, New Hampshire","nh","050","00","ACSSF","0000014",,,,,"33","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,65,1059,934,0,934,12995,12240,755,11475,11084,391,23839,22771,1068,123,90,33,123,120,3,366,286,80
"33005","05000US33005","Cheshire County, New Hampshire","Cheshire County, New Hampshire","nh","050","00","ACSSF","0000015",,,,,"33","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497,43,2454,3150,90,3060,21612,20423,1189,20308,19614,694,40498,38643,1855,402,402,0,431,413,18,668,610,58
"33007","05000US33007","Coos County, New Hampshire","Coos County, New Hampshire","nh","050","00","ACSSF","0000016",,,,,"33","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,72,681,599,2,597,8147,7520,627,7538,7208,330,15292,14358,934,91,91,0,140,140,0,79,55,24
"33009","05000US33009","Grafton County, New Hampshire","Grafton County, New Hampshire","nh","050","00","ACSSF","0000017",,,,,"33","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,64,3030,2976,45,2931,24123,23169,954,23658,22678,980,44469,42740,1729,538,526,12,1548,1547,1,1045,977,68
"33011","05000US33011","Hillsborough County, New Hampshire","Hillsborough County, New Hampshire","nh","050","00","ACSSF","0000018",,,,,"33","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10995,252,10743,9920,234,9686,123239,116813,6426,107605,102968,4637,211558,201781,9777,5533,4935,598,7767,7477,290,12999,12093,906
"33013","05000US33013","Merrimack County, New Hampshire","Merrimack County, New Hampshire","nh","050","00","ACSSF","0000019",,,,,"33","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,61,4196,4044,45,3999,41407,39587,1820,39359,37940,1419,77181,74210,2971,888,775,113,1459,1391,68,1380,1282,98
"33015","05000US33015","Rockingham County, New Hampshire","Rockingham County, New Hampshire","nh","050","00","ACSSF","0000020",,,,,"33","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680,143,7537,7119,172,6947,94050,89415,4635,84436,81342,3094,170425,163182,7243,1273,1227,46,3440,3172,268,4484,4249,235
"33017","05000US33017","Strafford County, New Hampshire","Strafford County, New Hampshire","nh","050","00","ACSSF","0000021",,,,,"33","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,39,4328,4855,90,4765,37018,35316,1702,35274,33787,1487,67975,65021,2954,457,421,36,2346,2256,90,1367,1167,200
"33019","05000US33019","Sullivan County, New Hampshire","Sullivan County, New Hampshire","nh","050","00","ACSSF","0000022",,,,,"33","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,47,995,788,59,729,11530,10969,561,10953,10677,276,21842,21019,823,124,124,0,172,172,0,294,290,4
"34001","05000US34001","Atlantic County, New Jersey","Atlantic County, New Jersey","nj","050","00","ACSSF","0000008",,,,,"34","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7606,251,7355,6680,183,6497,72379,63935,8444,70988,63802,7186,98776,89382,9394,20289,17000,3289,11617,10528,1089,25419,22562,2857
"34003","05000US34003","Bergen County, New Jersey","Bergen County, New Jersey","nj","050","00","ACSSF","0000009",,,,,"34","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24280,408,23872,22944,186,22758,265809,251648,14161,233993,222024,11969,354038,335383,18655,31196,29208,1988,81856,78281,3575,97206,91963,5243
"34005","05000US34005","Burlington County, New Jersey","Burlington County, New Jersey","nj","050","00","ACSSF","0000010",,,,,"34","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11792,295,11497,10244,155,10089,124144,115244,8900,116537,108746,7791,177878,167290,10588,37372,33240,4132,11698,11125,573,17054,15597,1457
"34007","05000US34007","Camden County, New Jersey","Camden County, New Jersey","nj","050","00","ACSSF","0000011",,,,,"34","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12810,372,12438,12206,380,11826,137552,126107,11445,131842,122134,9708,177872,167076,10796,48709,42431,6278,15783,14722,1061,38041,34176,3865
"34009","05000US34009","Cape May County, New Jersey","Cape May County, New Jersey","nj","050","00","ACSSF","0000012",,,,,"34","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327,73,2254,2016,105,1911,24121,22129,1992,21928,20041,1887,42447,39089,3358,1866,1538,328,432,373,59,3182,2788,394
"34011","05000US34011","Cumberland County, New Jersey","Cumberland County, New Jersey","nj","050","00","ACSSF","0000013",,,,,"34","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044,442,3602,3473,408,3065,35642,32003,3639,33262,30711,2551,47901,44546,3355,11371,9395,1976,1114,1090,24,19741,18213,1528
"34013","05000US34013","Essex County, New Jersey","Essex County, New Jersey","nj","050","00","ACSSF","0000014",,,,,"34","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21088,1071,20017,20160,496,19664,208550,187665,20885,206621,184128,22493,176242,165543,10699,163493,137630,25863,23031,21855,1176,91435,82105,9330
"34015","05000US34015","Gloucester County, New Jersey","Gloucester County, New Jersey","nj","050","00","ACSSF","0000015",,,,,"34","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7838,285,7553,7499,136,7363,82007,75294,6713,75457,70455,5002,130742,121801,8941,15710,14002,1708,4662,4286,376,8147,7227,920
"34017","05000US34017","Hudson County, New Jersey","Hudson County, New Jersey","nj","050","00","ACSSF","0000016",,,,,"34","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14420,762,13658,12826,221,12605,205793,192136,13657,175473,161969,13504,213796,200301,13495,44198,39436,4762,60990,58003,2987,156848,143280,13568
"34019","05000US34019","Hunterdon County, New Jersey","Hunterdon County, New Jersey","nj","050","00","ACSSF","0000017",,,,,"34","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196,162,4034,3068,24,3044,36359,34662,1697,33096,31720,1376,64703,61940,2763,881,808,73,2868,2709,159,3372,3196,176
"34021","05000US34021","Mercer County, New Jersey","Mercer County, New Jersey","nj","050","00","ACSSF","0000018",,,,,"34","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11289,352,10937,11658,344,11314,102379,94545,7834,93923,87057,6866,128784,120883,7901,36620,31491,5129,21323,20307,1016,32747,30091,2656
"34023","05000US34023","Middlesex County, New Jersey","Middlesex County, New Jersey","nj","050","00","ACSSF","0000019",,,,,"34","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23650,550,23100,21997,371,21626,234221,220210,14011,202345,188628,13717,262915,246646,16269,44881,41004,3877,101233,95858,5375,87962,82492,5470
"34025","05000US34025","Monmouth County, New Jersey","Monmouth County, New Jersey","nj","050","00","ACSSF","0000020",,,,,"34","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17241,240,17001,16545,280,16265,178680,168093,10587,155759,146377,9382,276043,260879,15164,24388,21623,2765,18298,17338,960,33162,30800,2362
"34027","05000US34027","Morris County, New Jersey","Morris County, New Jersey","nj","050","00","ACSSF","0000021",,,,,"34","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13850,234,13616,13503,182,13321,147289,140205,7084,129512,122256,7256,226368,214849,11519,9401,8441,960,27706,26472,1234,38439,36292,2147
"34029","05000US34029","Ocean County, New Jersey","Ocean County, New Jersey","nj","050","00","ACSSF","0000022",,,,,"34","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13363,452,12911,12787,260,12527,139508,129339,10169,132205,124289,7916,246564,230460,16104,8945,8099,846,6271,6050,221,26311,24389,1922
"34031","05000US34031","Passaic County, New Jersey","Passaic County, New Jersey","nj","050","00","ACSSF","0000023",,,,,"34","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14288,397,13891,14031,383,13648,134956,127079,7877,118760,111473,7287,165130,155511,9619,27155,25082,2073,14111,13237,874,97535,92320,5215
"34033","05000US34033","Salem County, New Jersey","Salem County, New Jersey","nj","050","00","ACSSF","0000024",,,,,"34","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604,26,1578,1563,74,1489,16220,14856,1364,15692,14509,1183,26654,24957,1697,3706,2991,715,351,334,17,2382,2147,235
"34035","05000US34035","Somerset County, New Jersey","Somerset County, New Jersey","nj","050","00","ACSSF","0000025",,,,,"34","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9013,244,8769,8546,51,8495,96900,92221,4679,86521,82242,4279,125637,119622,6015,17624,16490,1134,30277,29045,1232,27534,26218,1316
"34037","05000US34037","Sussex County, New Jersey","Sussex County, New Jersey","nj","050","00","ACSSF","0000026",,,,,"34","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811,74,3737,3716,86,3630,42752,39805,2947,37766,35565,2201,75404,70768,4636,1336,1210,126,1637,1592,45,5918,5537,381
"34039","05000US34039","Union County, New Jersey","Union County, New Jersey","nj","050","00","ACSSF","0000027",,,,,"34","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443,490,13953,13710,466,13244,158908,147482,11426,141259,130521,10738,167987,157816,10171,64575,57501,7074,15704,14952,752,94373,87278,7095
"34041","05000US34041","Warren County, New Jersey","Warren County, New Jersey","nj","050","00","ACSSF","0000028",,,,,"34","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981,88,2893,2742,149,2593,31157,28833,2324,27926,25886,2040,53042,49329,3713,2401,2110,291,1728,1691,37,5028,4627,401
"35001","05000US35001","Bernalillo County, New Mexico","Bernalillo County, New Mexico","nm","050","00","ACSSF","0000013",,,,,"35","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17564,1042,16522,16601,729,15872,174486,162700,11786,161554,150958,10596,250197,234877,15320,9551,8752,799,9114,8651,463,160001,148575,11426
"35003","05000US35003","Catron County, New Mexico","Catron County, New Mexico","nm","050","00","ACSSF","0000014",,,,,"35","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,77,53,0,53,497,497,0,422,422,0,880,880,0,0,0,0,12,12,0,101,101,0
"35005","05000US35005","Chaves County, New Mexico","Chaves County, New Mexico","nm","050","00","ACSSF","0000015",,,,,"35","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445,200,2245,1901,208,1693,15030,14004,1026,13427,12655,772,23490,22232,1258,430,416,14,178,178,0,15256,14145,1111
"35006","05000US35006","Cibola County, New Mexico","Cibola County, New Mexico","nm","050","00","ACSSF","0000016",,,,,"35","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,40,620,700,23,677,5887,4901,986,5536,4699,837,4967,4508,459,83,77,6,72,47,25,4141,3668,473
"35007","05000US35007","Colfax County, New Mexico","Colfax County, New Mexico","nm","050","00","ACSSF","0000017",,,,,"35","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,41,271,216,14,202,2583,2193,390,2596,2470,126,4752,4262,490,2,2,0,30,30,0,2503,2269,234
"35009","05000US35009","Curry County, New Mexico","Curry County, New Mexico","nm","050","00","ACSSF","0000018",,,,,"35","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,210,1425,1173,46,1127,12692,11837,855,9562,8672,890,15217,14238,979,1421,1335,86,315,288,27,8718,7767,951
"35011","05000US35011","De Baca County, New Mexico","De Baca County, New Mexico","nm","050","00","ACSSF","0000019",,,,,"35","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,1,84,126,0,126,435,413,22,288,262,26,495,473,22,3,3,0,0,0,0,333,307,26
"35013","05000US35013","Doña Ana County, New Mexico","Doña Ana County, New Mexico","nm","050","00","ACSSF","0000020",,,,,"35","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6948,300,6648,7348,475,6873,50567,45523,5044,47191,43110,4081,86537,78569,7968,1871,1644,227,1184,1127,57,66508,59759,6749
"35015","05000US35015","Eddy County, New Mexico","Eddy County, New Mexico","nm","050","00","ACSSF","0000021",,,,,"35","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,218,1454,1402,225,1177,15827,15063,764,11759,11128,631,25271,24046,1225,412,346,66,208,197,11,12551,11952,599
"35017","05000US35017","Grant County, New Mexico","Grant County, New Mexico","nm","050","00","ACSSF","0000022",,,,,"35","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,8,610,665,33,632,5799,5184,615,5791,5463,328,10888,10014,874,60,50,10,41,41,0,5873,5282,591
"35019","05000US35019","Guadalupe County, New Mexico","Guadalupe County, New Mexico","nm","050","00","ACSSF","0000023",,,,,"35","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,91,50,0,50,696,696,0,699,678,21,1291,1270,21,2,2,0,0,0,0,1286,1265,21
"35021","05000US35021","Harding County, New Mexico","Harding County, New Mexico","nm","050","00","ACSSF","0000024",,,,,"35","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,0,0,115,102,13,100,99,1,193,182,11,0,0,0,0,0,0,97,86,11
"35023","05000US35023","Hidalgo County, New Mexico","Hidalgo County, New Mexico","nm","050","00","ACSSF","0000025",,,,,"35","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11,100,214,35,179,943,843,100,831,771,60,1734,1574,160,8,8,0,0,0,0,1054,953,101
"35025","05000US35025","Lea County, New Mexico","Lea County, New Mexico","nm","050","00","ACSSF","0000026",,,,,"35","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,199,1972,1939,238,1701,18467,17412,1055,12093,11260,833,26925,25287,1638,1152,1046,106,10,10,0,16184,14891,1293
"35027","05000US35027","Lincoln County, New Mexico","Lincoln County, New Mexico","nm","050","00","ACSSF","0000027",,,,,"35","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,15,363,335,60,275,4229,3994,235,3213,3063,150,6910,6578,332,20,20,0,28,28,0,2631,2520,111
"35028","05000US35028","Los Alamos County, New Mexico","Los Alamos County, New Mexico","nm","050","00","ACSSF","0000028",,,,,"35","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,0,543,492,54,438,5193,5025,168,4283,4097,186,8110,7796,314,33,33,0,582,566,16,1647,1499,148
"35029","05000US35029","Luna County, New Mexico","Luna County, New Mexico","nm","050","00","ACSSF","0000029",,,,,"35","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,71,632,568,90,478,4818,4421,397,4097,3474,623,8019,7127,892,51,37,14,93,72,21,6344,5573,771
"35031","05000US35031","McKinley County, New Mexico","McKinley County, New Mexico","nm","050","00","ACSSF","0000030",,,,,"35","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467,338,2129,2195,182,2013,13547,10958,2589,14125,12249,1876,5424,5209,215,160,158,2,384,364,20,3903,3664,239
"35033","05000US35033","Mora County, New Mexico","Mora County, New Mexico","nm","050","00","ACSSF","0000031",,,,,"35","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,35,125,213,0,213,675,602,73,681,643,38,729,625,104,0,0,0,0,0,0,1001,892,109
"35035","05000US35035","Otero County, New Mexico","Otero County, New Mexico","nm","050","00","ACSSF","0000032",,,,,"35","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,220,1547,1493,21,1472,13731,12359,1372,12406,11348,1058,20549,19234,1315,887,705,182,298,238,60,9069,8240,829
"35037","05000US35037","Quay County, New Mexico","Quay County, New Mexico","nm","050","00","ACSSF","0000033",,,,,"35","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,4,306,151,4,147,1696,1579,117,1445,1436,9,2926,2813,113,29,29,0,18,15,3,1430,1330,100
"35039","05000US35039","Rio Arriba County, New Mexico","Rio Arriba County, New Mexico","nm","050","00","ACSSF","0000034",,,,,"35","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,181,949,1045,141,904,7331,6451,880,7802,7335,467,8542,7723,819,124,119,5,68,68,0,10574,9702,872
"35041","05000US35041","Roosevelt County, New Mexico","Roosevelt County, New Mexico","nm","050","00","ACSSF","0000035",,,,,"35","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,104,570,733,9,724,4589,4070,519,3977,3580,397,6157,5510,647,380,350,30,78,66,12,3571,3099,472
"35043","05000US35043","Sandoval County, New Mexico","Sandoval County, New Mexico","nm","050","00","ACSSF","0000036",,,,,"35","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803,169,3634,3454,101,3353,33579,30746,2833,31127,28810,2317,46919,44149,2770,1353,1203,150,768,723,45,24213,22180,2033
"35045","05000US35045","San Juan County, New Mexico","San Juan County, New Mexico","nm","050","00","ACSSF","0000037",,,,,"35","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3615,233,3382,3406,192,3214,30797,27463,3334,26011,23916,2095,31918,29617,2301,231,221,10,394,332,62,10527,9700,827
"35047","05000US35047","San Miguel County, New Mexico","San Miguel County, New Mexico","nm","050","00","ACSSF","0000038",,,,,"35","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,3,962,1055,5,1050,4942,4525,417,4808,4705,103,5138,4730,408,97,92,5,53,53,0,7548,7170,378
"35049","05000US35049","Santa Fe County, New Mexico","Santa Fe County, New Mexico","nm","050","00","ACSSF","0000039",,,,,"35","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337,99,3238,3254,173,3081,37822,35654,2168,35872,33976,1896,61829,58458,3371,606,566,40,1133,1125,8,35916,33508,2408
"35051","05000US35051","Sierra County, New Mexico","Sierra County, New Mexico","nm","050","00","ACSSF","0000040",,,,,"35","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,18,280,147,15,132,2093,1803,290,2127,1937,190,3892,3437,455,40,40,0,39,32,7,1734,1393,341
"35053","05000US35053","Socorro County, New Mexico","Socorro County, New Mexico","nm","050","00","ACSSF","0000041",,,,,"35","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,34,380,358,80,278,3178,3015,163,2934,2841,93,4866,4626,240,0,0,0,174,174,0,3212,3108,104
"35055","05000US35055","Taos County, New Mexico","Taos County, New Mexico","nm","050","00","ACSSF","0000042",,,,,"35","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,127,505,648,62,586,7505,6480,1025,7707,7259,448,12555,11530,1025,20,11,9,61,61,0,7499,6612,887
"35057","05000US35057","Torrance County, New Mexico","Torrance County, New Mexico","nm","050","00","ACSSF","0000043",,,,,"35","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,5,392,252,17,235,3223,2955,268,2553,2371,182,5391,4986,405,104,93,11,32,32,0,2142,2035,107
"35059","05000US35059","Union County, New Mexico","Union County, New Mexico","nm","050","00","ACSSF","0000044",,,,,"35","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,47,43,0,43,888,853,35,686,682,4,1421,1382,39,3,3,0,0,0,0,607,590,17
"35061","05000US35061","Valencia County, New Mexico","Valencia County, New Mexico","nm","050","00","ACSSF","0000045",,,,,"35","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,151,2009,2224,170,2054,17081,15489,1592,14267,13022,1245,25234,22956,2278,229,174,55,356,346,10,18703,16962,1741
"36001","05000US36001","Albany County, New York","Albany County, New York","ny","050","00","ACSSF","0000013",,,,,"36","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999,320,9679,10111,181,9930,84727,79997,4730,83101,78964,4137,133324,127730,5594,18941,16805,2136,9579,8972,607,8364,7723,641
"36003","05000US36003","Allegany County, New York","Allegany County, New York","ny","050","00","ACSSF","0000014",,,,,"36","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222,98,2124,1967,108,1859,11583,10474,1109,10145,9658,487,20740,19253,1487,340,312,28,289,255,34,284,263,21
"36005","05000US36005","Bronx County, New York","Bronx County, New York","ny","050","00","ACSSF","0000015",,,,,"36","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41703,3146,38557,39246,2027,37219,333355,293685,39670,338410,300173,38237,137146,124220,12926,233236,202758,30478,25883,23705,2178,366676,323758,42918
"36007","05000US36007","Broome County, New York","Broome County, New York","ny","050","00","ACSSF","0000016",,,,,"36","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6709,161,6548,6679,130,6549,49263,45159,4104,44859,42206,2653,83287,78059,5228,4936,4113,823,3418,3142,276,2876,2558,318
"36009","05000US36009","Cattaraugus County, New York","Cattaraugus County, New York","ny","050","00","ACSSF","0000017",,,,,"36","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218,159,2059,2096,141,1955,18892,17442,1450,17362,16290,1072,34141,31913,2228,382,290,92,323,299,24,483,459,24
"36011","05000US36011","Cayuga County, New York","Cayuga County, New York","ny","050","00","ACSSF","0000018",,,,,"36","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,211,1917,1933,86,1847,20704,19373,1331,18832,17823,1009,37514,35420,2094,855,760,95,191,185,6,814,760,54
"36013","05000US36013","Chautauqua County, New York","Chautauqua County, New York","ny","050","00","ACSSF","0000019",,,,,"36","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3997,280,3717,3724,153,3571,32038,29196,2842,29073,27220,1853,58097,53872,4225,1104,959,145,309,299,10,3465,2787,678
